OBJECTID,RowNumber,Incident_Type,Date_Occurred,Date_Received,File_Number,Investigation_Status,Disposition,Citizen_Arrested,UseOfForce_Reason,Citizen_Injured,Officer_Injured,Cit_Infl_Assmt,Report_Type,Sex,Race,Citizen_Age,Year,Force_Used
135,135,Use of force,2018/05/25 03:59:59+00,2018/05/25 03:59:59+00,IA2018-0433,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,White,26-35,2018,Physical Force
136,136,Use of force,2018/05/25 03:59:59+00,2018/05/25 03:59:59+00,IA2018-0433,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,White,26-35,2018,Taser
137,137,Use of force,2018/05/25 03:59:59+00,2018/05/25 03:59:59+00,IA2018-0433,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,White,26-35,2018,Physical Force
138,138,Use of force,2018/05/25 03:59:59+00,2018/05/25 03:59:59+00,IA2018-0433,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,White,26-35,2018,Pepper Spray
139,139,Use of force,2018/05/25 03:59:59+00,2018/05/25 03:59:59+00,IA2018-0433,Completed,Exonerated,Yes,Combative,Yes,Yes,Unknown Drugs,Complainant,Male,White,26-35,2018,Physical Force
140,140,Use of force,2018/05/30 03:59:59+00,2018/05/30 03:59:59+00,IA2018-0399,Completed,Exonerated,Yes,Non-Compliance,No,No,Drugs,Complainant,Male,White,26-35,2018,Physical Force
141,141,Use of force,2018/06/01 03:59:59+00,2018/06/01 03:59:59+00,IA2018-0434,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2018,Physical Force
142,142,Use of force,2018/06/01 03:59:59+00,2018/06/01 03:59:59+00,IA2018-0434,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2018,Physical Force
143,143,Use of force,2018/06/01 03:59:59+00,2018/06/01 03:59:59+00,IA2018-0434,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2018,Taser
144,144,Use of force,2018/06/01 03:59:59+00,2018/06/01 03:59:59+00,IA2018-0434,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,Black,18-25,2018,Taser
145,145,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Pepper Spray
146,146,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
147,147,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
148,148,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
149,149,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
150,150,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
151,151,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
152,152,Use of force,2018/05/06 03:59:59+00,2018/05/06 03:59:59+00,IA2018-0669,Completed,Exonerated,Yes,Combative,Yes,No,Unknown Drugs,Complainant,Male,Black,26-35,2018,Physical Force
153,153,Use of force,2018/05/26 03:59:59+00,2018/05/26 03:59:59+00,IA2018-0551,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2018,Physical Force
154,154,Use of force,2018/05/15 03:59:59+00,2018/05/15 03:59:59+00,IA2018-0429,Completed,Exonerated,Yes,Other (Explain in Narrative),No,No,None detected,Complainant,Male,Black,26-35,2018,Other Less Lethal Munit
155,155,Use of force,2018/05/15 03:59:59+00,2018/05/15 03:59:59+00,IA2018-0429,Completed,Exonerated,Yes,Other (Explain in Narrative),No,No,None detected,Complainant,Male,Black,26-35,2018,Other Less Lethal Munit
156,156,Use of force,2018/05/28 03:59:59+00,2018/05/28 03:59:59+00,IA2018-0482,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2018,Taser
157,157,Use of force,2018/05/28 03:59:59+00,2018/05/28 03:59:59+00,IA2018-0482,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2018,Physical Force
158,158,Use of force,2018/05/28 03:59:59+00,2018/05/28 03:59:59+00,IA2018-0482,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2018,Physical Force
159,159,Use of force,2018/05/28 03:59:59+00,2018/05/28 03:59:59+00,IA2018-0482,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2018,Physical Force
160,160,Use of force,2018/05/28 03:59:59+00,2018/05/28 03:59:59+00,IA2018-0482,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2018,Physical Force
161,161,Use of force,2018/06/07 03:59:59+00,2018/06/07 03:59:59+00,IA2018-0493,Completed,Exonerated,Yes,Combative,No,Yes,Alcohol,Complainant,Male,Black,26-35,2018,Physical Force
162,162,Use of force,2018/06/06 03:59:59+00,2018/06/06 03:59:59+00,IA2018-0547,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2018,Taser
163,163,Use of force,2018/06/06 03:59:59+00,2018/06/06 03:59:59+00,IA2018-0547,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2018,Taser
164,164,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,26-35,2018,Other
165,165,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,26-35,2018,Other
166,166,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2018,Other
167,167,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,18-25,2018,Other
168,168,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,46-55,2018,Other
169,169,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Male,Black,46-55,2018,Other
170,170,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Female,Black,18-25,2018,Other
171,171,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Female,Black,18-25,2018,Other
172,172,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Female,White,46-55,2018,Other
173,173,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0430,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Female,White,46-55,2018,Other
174,174,Use of force,2018/06/04 03:59:59+00,2018/06/04 03:59:59+00,IA2018-0494,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,46-55,2018,Physical Force
175,175,Use of force,2018/06/04 03:59:59+00,2018/06/04 03:59:59+00,IA2018-0494,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,46-55,2018,Physical Force
176,176,Use of force,2018/06/04 03:59:59+00,2018/06/04 03:59:59+00,IA2018-0494,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,46-55,2018,Physical Force
177,177,Use of force,2018/06/14 03:59:59+00,2018/06/14 03:59:59+00,IA2018-0495,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,26-35,2018,Taser
178,178,Use of force,2018/06/12 03:59:59+00,2018/06/12 03:59:59+00,IA2018-0409,Completed,Exonerated,Yes,Weapon,Yes,No,None detected,Complainant,Male,White,26-35,2018,Taser
179,179,Use of force,2018/06/12 03:59:59+00,2018/06/12 03:59:59+00,IA2018-0409,Completed,Exonerated,Yes,Weapon,Yes,No,None detected,Complainant,Male,White,26-35,2018,Taser
180,180,Use of force,2018/05/30 03:59:59+00,2018/05/30 03:59:59+00,IA2018-0491,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,0-17,2018,Taser
181,181,Use of force,2018/05/30 03:59:59+00,2018/05/30 03:59:59+00,IA2018-0491,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,0-17,2018,Physical Force
182,182,Use of force,2018/06/24 03:59:59+00,2018/06/24 03:59:59+00,IA2018-0505,Completed,Exonerated,Yes,Self Harming Behavior,Yes,No,Alcohol,Complainant,Male,Black,18-25,2018,Taser
183,183,Use of force,2018/06/16 03:59:59+00,2018/06/16 03:59:59+00,IA2018-0633,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,Black,36-45,2018,Taser
184,184,Use of force,2018/06/16 03:59:59+00,2018/06/16 03:59:59+00,IA2018-0633,Completed,Exonerated,Yes,Fleeing,No,No,Unknown,Complainant,Male,Black,36-45,2018,Taser
185,185,Use of force,2018/06/13 03:59:59+00,2018/06/13 03:59:59+00,IA2018-0460,Completed,Exonerated,Yes,Self Harming Behavior,Yes,Yes,Mentally unstable,Complainant,Female,White,26-35,2018,Taser
186,186,Use of force,2018/07/07 03:59:59+00,2018/07/07 03:59:59+00,IA2018-0554,Completed,Exonerated,Yes,Non-Compliance,No,No,Mentally unstable,Complainant,Male,Black,26-35,2018,Taser
187,187,Use of force,2018/06/28 03:59:59+00,2018/06/28 03:59:59+00,IA2018-0479,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,White,26-35,2018,Taser
188,188,Use of force,2018/06/28 03:59:59+00,2018/06/28 03:59:59+00,IA2018-0479,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,White,26-35,2018,Taser
189,189,Use of force,2018/06/28 03:59:59+00,2018/06/28 03:59:59+00,IA2018-0479,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,White,26-35,2018,Physical Force
190,190,Use of force,2018/07/02 03:59:59+00,2018/07/13 03:59:59+00,IA2018-0480,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,White,36-45,2018,Taser
191,191,Use of force,2018/07/02 03:59:59+00,2018/07/13 03:59:59+00,IA2018-0480,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,White,36-45,2018,Physical Force
192,192,Use of force,2018/07/17 03:59:59+00,2018/07/17 03:59:59+00,IA2018-0522,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,26-35,2018,Taser
193,193,Use of force,2018/07/11 03:59:59+00,2018/07/18 03:59:59+00,IA2018-0489,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,26-35,2018,Taser
194,194,Use of force,2018/07/05 03:59:59+00,2018/07/05 03:59:59+00,IA2018-0487,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2018,Physical Force
195,195,Use of force,2018/07/05 03:59:59+00,2018/07/05 03:59:59+00,IA2018-0487,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2018,Physical Force
196,196,Use of force,2018/07/05 03:59:59+00,2018/07/05 03:59:59+00,IA2018-0487,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2018,Physical Force
197,197,Use of force,2018/07/05 03:59:59+00,2018/07/05 03:59:59+00,IA2018-0487,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2018,Other
198,198,Use of force,2018/07/17 03:59:59+00,2018/07/17 03:59:59+00,IA2018-0566,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Female,Black,26-35,2018,Taser
199,199,Use of force,2018/07/17 03:59:59+00,2018/07/17 03:59:59+00,IA2018-0566,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Female,Black,26-35,2018,Taser
200,200,Use of force,2018/07/16 03:59:59+00,2018/07/16 03:59:59+00,IA2018-0571,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,Black,18-25,2018,Taser
201,201,Use of force,2018/06/28 03:59:59+00,2018/06/28 03:59:59+00,IA2018-0486,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Female,Black,18-25,2018,Other
202,202,Use of force,2018/07/16 03:59:59+00,2018/07/16 03:59:59+00,IA2018-0485,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol and unknown drugs,Complainant,Male,White,36-45,2018,Physical Force
203,203,Use of force,2018/06/21 03:59:59+00,2018/06/21 03:59:59+00,IA2018-0558,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,36-45,2018,Taser
204,204,Use of force,2018/06/21 03:59:59+00,2018/06/21 03:59:59+00,IA2018-0558,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,36-45,2018,Physical Force
205,205,Use of force,2018/07/19 03:59:59+00,2018/07/19 03:59:59+00,IA2018-0519,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,18-25,2018,Physical Force
206,206,Use of force,2018/07/19 03:59:59+00,2018/07/19 03:59:59+00,IA2018-0519,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,18-25,2018,Physical Force
207,207,Use of force,2018/07/07 03:59:59+00,2018/07/07 03:59:59+00,IA2018-0570,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,18-25,2018,Taser
208,208,Firearm discharge,2018/06/06 03:59:59+00,2018/06/06 03:59:59+00,IA2018-0507,Completed,Exonerated,No,,,,Unknown,Complainant,Male,Black,18-25,2018,Firearm
209,209,Use of force,2018/07/16 03:59:59+00,2018/07/16 03:59:59+00,IA2018-0644,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2018,Taser
210,210,Use of force,2018/07/22 03:59:59+00,2018/07/22 03:59:59+00,IA2018-0537,Completed,Exonerated,Yes,Combative,Yes,Yes,Drugs,Complainant,Male,White,26-35,2018,Physical Force
211,211,Use of force,2018/07/22 03:59:59+00,2018/07/22 03:59:59+00,IA2018-0537,Completed,Exonerated,Yes,Combative,Yes,Yes,Drugs,Complainant,Male,White,26-35,2018,Physical Force
212,212,Use of force,2018/07/22 03:59:59+00,2018/07/22 03:59:59+00,IA2018-0537,Completed,Exonerated,Yes,Combative,Yes,Yes,Drugs,Complainant,Male,White,26-35,2018,Other
213,213,Use of force,2018/07/22 03:59:59+00,2018/07/22 03:59:59+00,IA2018-0537,Completed,Exonerated,Yes,Combative,Yes,Yes,Drugs,Complainant,Male,White,26-35,2018,Other
214,214,Use of force,2018/07/22 03:59:59+00,2018/07/22 03:59:59+00,IA2018-0537,Completed,Exonerated,Yes,Combative,Yes,Yes,Drugs,Complainant,Male,White,26-35,2018,Physical Force
215,215,Use of force,2018/07/23 03:59:59+00,2018/07/23 03:59:59+00,IA2018-0561,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2018,Physical Force
216,216,Use of force,2018/07/03 03:59:59+00,2018/07/03 03:59:59+00,IA2018-0541,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,18-25,2018,Physical Force
217,217,Use of force,2018/07/30 03:59:59+00,2018/07/30 03:59:59+00,IA2018-0552,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,26-35,2018,Taser
218,218,Use of force,2018/08/05 03:59:59+00,2018/08/05 03:59:59+00,IA2018-0635,Completed,Exonerated,Yes,Fleeing,No,No,Drugs,Complainant,Male,Black,36-45,2018,Taser
219,219,Use of force,2018/07/24 03:59:59+00,2018/07/24 03:59:59+00,IA2018-0548,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,18-25,2018,Physical Force
220,220,Use of force,2018/07/27 03:59:59+00,2018/07/27 03:59:59+00,IA2018-0572,Completed,Exonerated,Yes,Fleeing,Yes,No,Dangerous Animal,Complainant,Male,White,36-45,2018,Taser
221,221,Use of force,2018/07/28 03:59:59+00,2018/07/28 03:59:59+00,IA2018-0562,Completed,Exonerated,Yes,Fleeing,Yes,No,Alcohol and unknown drugs,Complainant,Male,White,36-45,2018,Taser
222,222,Use of force,2018/08/13 03:59:59+00,2018/08/13 03:59:59+00,IA2018-0666,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2018,Taser
223,223,Use of force,2018/08/13 03:59:59+00,2018/08/13 03:59:59+00,IA2018-0666,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2018,Taser
224,224,Use of force,2018/08/13 03:59:59+00,2018/08/13 03:59:59+00,IA2018-0666,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2018,Physical Force
225,225,Use of force,2018/08/07 03:59:59+00,2018/08/07 03:59:59+00,IA2018-0589,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,36-45,2018,Pepper Spray
226,226,Use of force,2018/08/07 03:59:59+00,2018/08/07 03:59:59+00,IA2018-0589,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,36-45,2018,Taser
227,227,Use of force,2018/08/07 03:59:59+00,2018/08/07 03:59:59+00,IA2018-0589,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Male,Black,36-45,2018,Taser
228,228,Use of force,2018/08/13 03:59:59+00,2018/08/13 03:59:59+00,IA2018-0698,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,18-25,2018,Pepper Spray
229,229,Use of force,2018/08/13 03:59:59+00,2018/08/20 03:59:59+00,IA2018-0575,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,White,36-45,2018,Taser
230,230,Use of force,2018/08/22 03:59:59+00,2018/08/22 03:59:59+00,IA2018-0607,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,26-35,2018,Physical Force
231,231,Use of force,2018/08/22 03:59:59+00,2018/08/22 03:59:59+00,IA2018-0607,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,26-35,2018,Physical Force
232,232,Use of force,2018/08/22 03:59:59+00,2018/08/22 03:59:59+00,IA2018-0607,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,26-35,2018,Physical Force
233,233,Use of force,2018/08/22 03:59:59+00,2018/08/22 03:59:59+00,IA2018-0607,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,26-35,2018,Physical Force
234,234,Use of force,2018/08/31 03:59:59+00,2018/08/31 03:59:59+00,IA2018-0643,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,36-45,2018,Taser
235,235,Use of force,2018/08/31 03:59:59+00,2018/08/31 03:59:59+00,IA2018-0643,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,36-45,2018,Physical Force
236,236,Use of force,2018/08/31 03:59:59+00,2018/08/31 03:59:59+00,IA2018-0643,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,36-45,2018,Physical Force
237,237,Use of force,2018/08/31 03:59:59+00,2018/08/31 03:59:59+00,IA2018-0643,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,36-45,2018,Physical Force
238,238,Use of force,2018/08/31 03:59:59+00,2018/08/31 03:59:59+00,IA2018-0643,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,36-45,2018,Physical Force
239,239,Use of force,2018/08/31 03:59:59+00,2018/08/31 03:59:59+00,IA2018-0643,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Female,White,36-45,2018,Physical Force
240,240,Use of force,2018/08/28 03:59:59+00,2018/08/28 03:59:59+00,IA2018-0603,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,36-45,2018,Taser
241,241,Use of force,2018/08/28 03:59:59+00,2018/08/28 03:59:59+00,IA2018-0603,Completed,Exonerated,Yes,Combative,No,No,Unknown,Complainant,Male,Black,36-45,2018,Physical Force
242,242,Use of force,2018/08/29 03:59:59+00,2018/09/03 03:59:59+00,IA2018-0620,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,18-25,2018,Physical Force
243,243,Use of force,2018/09/05 03:59:59+00,2018/09/05 03:59:59+00,IA2018-0648,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,26-35,2018,Physical Force
244,244,Use of force,2018/09/05 03:59:59+00,2018/09/05 03:59:59+00,IA2018-0648,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,26-35,2018,Physical Force
245,245,Use of force,2018/08/21 03:59:59+00,2018/08/21 03:59:59+00,IA2018-0639,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,26-35,2018,Other
246,246,Use of force,2018/08/21 03:59:59+00,2018/08/21 03:59:59+00,IA2018-0639,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,26-35,2018,Other
247,247,Use of force,2018/08/21 03:59:59+00,2018/08/21 03:59:59+00,IA2018-0639,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,26-35,2018,Other
248,248,Use of force,2018/08/21 03:59:59+00,2018/08/21 03:59:59+00,IA2018-0639,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,26-35,2018,Taser
249,249,Use of force,2018/09/11 03:59:59+00,2018/09/11 03:59:59+00,IA2018-0645,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,Black,18-25,2018,Taser
